,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
378,中正區,房地(土地+建物)+車位,臺北市中正區牯嶺街９５巷１６號十一樓,23.54,住,,,1070911,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101025,172.79000000000002,3,2,2,有,有,38200000,238015,坡道平面,24.48,2900000,預售屋、或土地及建物分件登記案件；,RPQOMLOJLHHGFAA96DA,79.79,3.63,6.23,有,
388,萬華區,房地(土地+建物)+車位,臺北市萬華區青年路１５２巷２４號五樓之２,37.7,住,,,1110123,土地4建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970103,176.57,3,2,2,有,有,27880000,157898,坡道平面,0.0,0,其他增建；,RPPPMLOKLHHGFBA17DA,96.09,0.0,9.34,有,119.0
389,萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路二段３１號二十二樓,7.3,商,,,1101222,土地2建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,115.44999999999999,2,1,1,有,有,17900000,201138,坡道平面,39.88,2700000,,RPRPMLOKLHHGFBA37DA,44.07,3.49,3.32,有,120.0
393,萬華區,房地(土地+建物),臺北市萬華區康定路１０５號十五樓之１５,3.46,商,,,1110118,土地1建物1車位0,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,51.230000000000004,1,0,1,有,有,11080000,216280,,0.0,0,,RPSPMLSKKHHGFBA77DA,30.02,0.61,3.21,有,123.0
398,大同區,房地(土地+建物),臺北市大同區重慶北路三段６７號二樓之１,3.29,商,,,1110216,土地5建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981009,34.78,3,2,3,有,有,6000000,172513,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLPKLHHGFBA97DA,19.97,2.63,1.56,有,
400,中山區,房地(土地+建物),臺北市中山區松江路１１８號二十二樓之８,5.79,商,,,1090204,土地2建物1車位0,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,91.05,2,2,2,有,有,43044928,472761,,0.0,0,1.總價含工程減帳＄35072元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPSPMLRKKHHGFCA77DA,54.28,0.0,2.95,有,
404,中山區,房地(土地+建物)+車位,臺北市中山區五常街１１巷５號九樓之１,18.17,住,,,1110114,土地2建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,154.39,2,2,2,有,有,35950000,282971,坡道平面,35.12,2200000,,RPUOMLMLKHHGFCA47DA,70.05,6.18,4.42,有,
408,中山區,房地(土地+建物),臺北市中山區錦州街５０號十二樓之３０,4.72,商,,,1110128,土地3建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,50.12,1,1,1,有,有,7750000,154629,,0.0,0,,RPRNMLPJLHHGFCA27DA,38.16,0.0,2.96,有,
411,中山區,房地(土地+建物),臺北市中山區新生北路三段１號五樓之１４、五樓之１５,7.35,商,,,1110212,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,73.5,2,1,2,有,有,13950000,189796,,0.0,0,其他增建；,RPQQMLTJLHHGFCA87DA,51.62,0.0,0.0,有,133.0
413,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷１２弄７１號十三樓之１,47.56,住,,,1110219,土地1建物1車位1,十三層，十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810623,261.13,6,2,2,有,有,34080000,137608,坡道機械,24.38,1500000,,RPUSMLOKLHHGFCA08DA,164.69,16.82,13.38,有,
426,北投區,房地(土地+建物),臺北市北投區大度路三段２９７號二樓之２,8.36,住,,,1110213,土地3建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971013,81.74,2,2,1,有,有,13080000,160020,,0.0,0,,RPPNMLNKKHHGFEA07DA,50.14,1.85,3.84,有,
428,信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４７３號十二樓,18.79,商,,,1110124,土地2建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,188.5,4,2,2,有,有,61220000,324775,坡道平面,32.04,0,,RPQNMLPKLHHGFDA37DA,95.14,4.57,12.76,有,
430,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷５號十四樓,21.68,住,,,1070526,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,148.87,0,0,0,無,有,20980000,174189,坡道平面,41.63,2300000,本案係預售屋,RPRQMLLLKHHGFEA47DA,56.29,5.18,8.52,有,
431,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１３號四樓,23.77,住,,,1071020,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,160.54000000000002,3,2,2,有,有,20000000,153057,坡道平面,41.63,1800000,本案係預售屋,RPTUMLLLKHHGFEA08DA,65.09,6.11,6.42,有,
432,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷９號九樓,19.85,住,,,1070825,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,138.31,1,1,1,有,有,18350000,168080,坡道平面,41.63,2100000,本案係預售屋,RPTSMLLLKHHGFEA87DA,53.32,1.77,8.03,有,
433,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷３號四樓,19.07,住,,,1080222,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,131.82999999999998,0,0,0,無,有,14900000,138151,坡道平面,37.73,1900000,本案係預售屋,RPTNMLLLKHHGFEA37DA,51.54,2.05,7.86,有,
434,北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷３號七樓,17.24,住,,,1071224,土地1建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,94.15,2,1,1,有,有,13200000,140202,,0.0,0,本案係預售屋,RPWNMLLLKHHGFEA67DA,51.54,2.05,7.86,有,
435,北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷３號八樓,17.24,住,,,1070613,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,94.15,2,1,1,有,有,14500000,154010,,0.0,0,本案係預售屋,RPXNMLLLKHHGFEA77DA,51.54,2.05,7.86,有,
436,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷３號十一樓,19.07,住,,,1070610,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,131.88,2,1,2,有,有,17110000,162613,坡道平面,37.73,1800000,本案係預售屋,RPROMLLLKHHGFEA27DA,51.54,2.05,7.86,有,
437,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１１號十六樓,19.85,住,,,1070626,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,139.38,2,1,1,有,有,19040000,174322,坡道平面,41.63,2000000,本案係預售屋,RPUQMLPLKHHGFEA18DA,53.32,2.47,8.03,有,
438,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１３號十六樓,25.86,住,,,1070626,土地1建物1車位2,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,202.18,2,2,2,有,有,24960000,176253,坡道平面,83.26,4000000,本案係預售屋,RPWQMLPLKHHGFEA38DA,65.09,6.11,6.42,有,
439,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１５號十樓,25.6,住,,,1070609,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,170.75,0,0,0,無,有,24100000,171081,坡道平面,41.63,2010000,本案係預售屋,RPQSMLPLKHHGFEA97DA,69.32,6.44,8.52,有,
441,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號九樓,25.34,住,,,1070704,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,2,2,2,有,有,22470000,160310,坡道平面,41.63,2170000,本案係預售屋110年07月26日換約新台幣23000000元正,RPUNMLMJLHHGFEA47DA,69.82,6.41,6.42,有,
442,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十三樓,25.34,住,,,1070721,土地1建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,1,2,2,有,有,24760000,175788,坡道平面,41.63,2500000,本案係預售屋,RPOOMLMJLHHGFEA96DA,69.82,6.41,6.42,有,
443,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十四樓,25.34,住,,,1070526,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,0,0,0,無,有,24360000,174208,坡道平面,41.63,2300000,本案係預售屋,RPPOMLMJLHHGFEA07DA,69.82,6.41,6.42,有,
444,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十五樓,25.34,住,,,1071208,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,3,2,2,有,有,24330000,175551,坡道平面,41.63,2100000,本案係預售屋,RPQOMLMJLHHGFEA17DA,69.82,6.41,6.42,有,
454,大安區,房地(土地+建物),臺北市大安區復興南路一段８２號十六樓之２,13.6,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101229,土地3建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701230,167.61,3,2,2,有,有,40150000,239544,,0.0,0,其他增建；,RPWNMLSKKHHGFFA38DA,129.56,0.0,15.03,有,
457,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１１號十四樓,19.85,住,,,1070907,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,139.38,2,1,1,有,有,18100000,166752,坡道平面,41.63,1800000,本案係預售屋110年11月30日換約金額新台幣21500000元正,RPUPMLLKLHHGFEA67DA,53.32,2.47,8.03,有,
458,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１１號十五樓,19.85,住,,,1070828,土地1建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,139.38,0,0,0,無,有,19400000,176471,坡道平面,41.63,2150000,本案係預售屋110年02月09日換約金額新台幣22000000元正,RPVPMLLKLHHGFEA77DA,53.32,2.47,8.03,有,
467,萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路６２８號十四樓之３,15.31,住,,,1110305,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990310,133.2,2,1,1,有,有,15500000,116366,坡道平面,40.64,0,,RPQOMLPKLHHGFBA37EA,56.45,3.37,4.66,有,143.0
478,中山區,房地(土地+建物),臺北市中山區雙城街１９巷８號五樓之１０,3.54,商,,,1110210,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,34.0,1,1,1,有,有,8600000,252941,,0.0,0,陽台外推；夾層；,RPRQMLPKLHHGFCA77EA,19.85,0.32,2.59,有,
481,南港區,房地(土地+建物)+車位,臺北市南港區經貿二路１５７巷３６弄９６號三樓,57.03,住,,,1110124,土地1建物1車位2,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030306,400.67999999999995,4,2,3,有,有,93500000,281949,坡道平面,90.34,6000000,,RPQRMLLLKHHGFDA47EA,176.98,4.85,43.71,有,151.0
499,大安區,房地(土地+建物),臺北市大安區復興南路二段１９３巷２１號,21.91,住,,,1110220,土地1建物1車位0,一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,112.94,3,2,2,有,有,28000000,247941,,0.0,0,,RPWNMLPKLHHGFFA28EA,84.65,9.83,0.0,有,
509,松山區,房地(土地+建物),臺北市松山區民生東路五段１５１號九樓之７,4.49,商,,,1110301,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,51.52,1,1,1,有,有,11450000,222244,,0.0,0,,RPUNMLRKLHHGFDA08EA,39.92,0.0,3.6,有,
513,信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４６９號十樓,15.54,商,,,1110109,土地2建物1車位2,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,198.58,3,2,2,有,有,56200000,375465,坡道平面,64.08,5700000,,RPSRMLLKKHHGFDA57EA,78.8,8.65,6.09,有,
514,信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４７１號四樓之２,19.87,商,,,1110113,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,199.33999999999997,4,2,2,有,有,61500000,350867,坡道平面,32.04,2800000,,RPTRMLLKKHHGFDA67EA,104.96,4.5,11.0,有,
516,中山區,房地(土地+建物),臺北市中山區雙城街１９巷８號十二樓之１３,7.14,商,,,1110302,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,68.0,2,1,1,有,有,17500000,257353,,0.0,0,,RPWNMLPKLHHGFCA97EA,39.7,0.63,5.18,有,160.0
540,信義區,房地(土地+建物),臺北市信義區信義路五段１２７號十七樓之１２,6.56,都市：其他:特定業務區(信義計畫特定專用區)。,,,1110305,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,40.28,1,1,1,有,有,12750000,316534,,0.0,0,其他增建；,RPTOMLOKLHHGFDA67DA,21.9,1.47,2.97,有,170.0
547,內湖區,房地(土地+建物),臺北市內湖區內湖路二段１０３巷１１９弄３號十一樓,16.86,都市：其他:第三種住宅區。,,,1110220,土地2建物1車位0,十一層，十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720331,127.53,3,2,2,有,有,21150000,165843,,0.0,0,陽台外推；,RPROMLQKLHHGFCA57DA,102.84,0.0,7.5,有,
548,中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段６２巷８號十一樓之２,17.23,商,,,1110210,土地1建物1車位2,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,279.01,2,2,2,有,有,68000000,243719,坡道平面,66.66,0,,RPVOMLQKLHHGFCA97DA,143.08,6.75,6.98,有,173.0
550,中山區,房地(土地+建物)+車位,臺北市中山區林森北路５８５號十一樓之２,16.36,商,,,1110125,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,188.38,3,2,2,有,有,39000000,241287,坡道平面,39.18,3000000,,RPUPMLRKLHHGFCA08DA,88.24,0.0,11.27,有,
551,中山區,房地(土地+建物),臺北市中山區南京東路二段１０８號十七樓之１３,3.15,商,,,1101221,土地3建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0990917,49.67,1,1,1,有,有,14800000,297967,,0.0,0,,RPXPMLPKLHHGFCA18DA,26.78,1.28,3.99,有,175.0
556,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十四樓之８,5.8,商,,,1090115,土地2建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,104.28999999999999,1,2,1,有,有,45437000,477120,坡道機械,13.25,2000000,1.總價含工程減帳＄63000元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPWQMLLKLHHGFCA77DA,54.28,0.0,2.95,有,
558,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十九樓之３,8.22,商,,,1070601,土地2建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,151.07,2,2,2,有,有,59924242,453718,坡道平面,26.49,3400000,1.總價含工程減帳＄75758元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPRNMLMJLHHGFCA96DA,76.76,0.0,0.0,有,
562,內湖區,房地(土地+建物)+車位,臺北市內湖區潭美街１１７號十樓之１,47.46,都市：其他:第三種住宅區。,,,1101225,土地2建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990315,257.12,3,2,2,有,有,42880000,166770,坡道平面,0.0,0,其他增建；,RPUPNLMLKHHGFCA67DA,109.58,5.38,12.26,有,180.0
563,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十五樓之９,5.8,商,,,1080718,土地2建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,104.28999999999999,1,2,1,有,有,42608396,446050,坡道機械,13.25,2000000,1.總價含工程加帳＄8396元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPSNMLQLKHHGFCA57DA,54.28,0.0,2.95,有,
570,萬華區,房地(土地+建物),臺北市萬華區成都路１５５號十一樓之１,3.05,都市：其他:第四種商業區。,,,1101025,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960622,40.92,2,1,1,有,有,8380000,204790,,0.0,0,陽台外推；夾層；,RPQQMLPKLHHGFBA47DA,21.17,0.0,5.9,有,182.0
571,大同區,房地(土地+建物)+車位,臺北市大同區承德路二段１８０號八樓,36.79,住,,,1101219,土地2建物1車位4,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980805,441.52,5,2,3,有,有,98000000,275343,坡道平面,134.63,13500000,其他增建；,RPRQMLPKLHHGFBA57DA,181.85,9.05,18.65,有,
578,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十二樓之６,10.2,商,,,1081107,土地2建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,187.15,2,2,2,有,有,79353940,470895,坡道平面,26.49,3700000,總價內含工程減帳＄146060元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPSNMLNKJHHGFCA07DA,95.33,0.0,5.96,有,
