鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區景興路１５３巷１５號二樓等房屋地下一層,3.7,住,,,1110122,土地1建物1車位1,地下一層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0830317,18.18,0,0,0,有,有,1000000,0,坡道機械,18.18,0,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPXNMLNLKHHGFAA57DA,18.18,0.0,0.0,有,001
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段７３號,85.81,商,,,1110220,土地2建物1車位2,一層，二層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851030,312.31,0,2,1,有,有,100000000,320195,坡道平面,0.0,0,陽台外推；夾層；其他增建；,RPPNMLNJLHHGFAA66DA,158.09,2.2,21.06,有,
文山區,房地(土地+建物),臺北市文山區萬盛街１７１之１號,53.1,住,,,1110124,土地3建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650116,138.36,3,2,2,有,無,21960000,158716,,0.0,0,其他增建；,RPUNMLOJLHHGFAA27DA,138.36,0.0,0.0,無,
文山區,車位,臺北市文山區辛亥路四段２５２巷２弄２號等房屋地下二層,0.92,住,,,1110225,土地2建物1車位1,地下二層,七層,其他,見使用執照,鋼筋混凝土造,0820424,40.96,0,0,0,有,有,1500000,,坡道平面,40.96,1500000,僅車位交易；,RPXNMLRJLHHGFAA87DA,0.0,0.0,0.0,有,
中正區,房地(土地+建物),臺北市中正區汀州路二段４０號三樓,11.88,商,,,1110126,土地3建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850126,115.43,3,2,1,有,有,20800000,180196,,0.0,0,,RPXNMLTJLHHGFAA08DA,75.75,2.33,9.32,有,
文山區,房地(土地+建物),臺北市文山區辛亥路四段２６０巷１３號三樓,28.0,商,,,1100928,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,81.76,3,2,1,有,無,9050000,110690,,0.0,0,,RPXOMLTJLHHGFAA18DA,81.76,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區水源路２０５之２號四樓,28.01,住,,,1110101,土地2建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861023,161.38,3,2,2,有,有,22300000,138183,,0.0,0,陽台外推；其他增建；,RPOPMLQLJHHGFBA17DA,83.52,0.0,13.2,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路９０巷２２號四樓之１,26.13,住,,,1110109,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990212,145.85,3,2,2,有,有,25660000,186903,坡道機械,19.26,2000000,陽台外推；,RPVNMLRLJHHGFBA77DA,69.53,6.23,11.58,有,
大同區,房地(土地+建物),臺北市大同區延平北路四段２２號二樓,20.2,住,,,1110116,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,85.53,3,2,1,有,無,10000000,116918,,0.0,0,陽台外推；,RPQNMLMKKHHGFBA76DA,85.53,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區桂林路２４６巷６０號三樓,31.0,住,,,1110116,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580826,98.06,3,2,1,有,無,10800000,110137,,0.0,0,陽台外推；,RPWOMLOKKHHGFBA67DA,86.51,0.0,11.55,無,
萬華區,房地(土地+建物),臺北市萬華區峨眉街１００號七樓之１２,3.2,商,,,1101222,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950126,32.0,1,1,1,有,有,8900000,278125,,0.0,0,,RPVOMLPKKHHGFBA67DA,19.41,0.0,2.01,有,
萬華區,房地(土地+建物),臺北市萬華區梧州街２１號二樓之３,10.56,商,,,1110203,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830917,86.02,3,0,3,有,無,10400000,120902,,0.0,0,陽台外推；,RPQPMLPKKHHGFBA27DA,53.77,3.59,11.74,有,
大同區,房地(土地+建物),臺北市大同區延平北路四段１２號二樓,24.0,住,,,1101207,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,100.62,3,2,1,有,無,13500000,134168,,0.0,0,陽台外推；,RPRNMLQKKHHGFBA27DA,100.62,0.0,0.0,無,
大同區,房地(土地+建物),臺北市大同區哈密街５９巷３１弄４０號三樓,15.5,住,,,1110130,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710924,45.28,2,1,1,有,無,6850000,151281,,0.0,0,陽台外推；其他增建；,RPSOMLQKKHHGFBA47DA,38.92,0.0,6.36,無,
萬華區,房地(土地+建物),臺北市萬華區雙園街６０巷７４弄８號,16.75,住,,,1110213,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0581216,59.44,2,2,1,有,無,6500000,109354,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLSKKHHGFBA87DA,59.44,0.0,0.0,無,
大同區,房地(土地+建物)+車位,臺北市大同區華陰街９１號十樓之５,8.04,商,,,1110129,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1001205,104.77000000000001,1,1,1,有,有,23600000,225255,塔式車位,15.11,0,塔式車位位置：地下二層。,RPXOMLOLKHHGFBA87DA,55.51,2.04,1.83,有,
大同區,房地(土地+建物),臺北市大同區保安街７２巷３號五樓之５,6.15,商,,,1110124,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970612,31.05,0,1,1,有,有,7200000,231884,,0.0,0,陽台外推；夾層；其他增建；,RPVNMLMJLHHGFBA27DA,15.44,0.0,4.72,有,002
萬華區,房地(土地+建物),臺北市萬華區西藏路１１５巷５弄８號三樓,12.38,住,,,1110119,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610906,25.9,2,2,1,有,無,4700000,181467,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLLJLHHGFBA27DA,25.9,0.0,0.0,無,
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路１２７號九樓之１,4.85,商,,,1110211,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1010320,108.97,2,1,1,有,有,22500000,206479,坡道機械,17.47,0,車位編號:B6-77號,RPQNMLTJLHHGFBA47DA,52.36,5.94,3.22,有,003
萬華區,房地(土地+建物),臺北市萬華區隆昌街７２號三樓,17.25,商,,,1110129,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0670301,53.56,1,1,1,有,無,7800000,145631,,0.0,0,其他增建:陽台。其他增建；,RPQOMLTJLHHGFBA57DA,47.38,0.0,6.18,無,
中山區,房地(土地+建物),臺北市中山區北安路８０５巷４弄３號五樓,32.02,住,,,1101231,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680612,116.63,3,2,2,有,無,17800000,152619,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPOUMLPJJHHGFCA47DA,101.43,0.0,15.2,無,
中山區,土地,中山段一小段3地號,381.61,商,,,1101215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,580000000,1519876,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLKKKHHGFCA47DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區通北街６５巷２弄２１號四樓,33.55,住,,,1110128,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870508,166.24,3,2,2,有,有,26500000,159408,坡道平面,0.0,0,其他增建；,RPQNMLLKKHHGFCA76DA,86.74,2.61,10.71,有,004
內湖區,房地(土地+建物),臺北市內湖區內湖路一段４１１巷９０弄８號三樓,24.68,住,,,1110208,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730512,98.25,3,2,2,有,無,15450000,157252,,0.0,0,陽台外推；其他增建；,RPPNMLPKKHHGFCA07DA,73.44,0.0,17.41,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１６７巷１號十一樓之１,33.79,住,,,1110125,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940627,232.03000000000003,3,2,2,有,有,53980000,232642,坡道平面,0.0,0,陽台外推；其他增建；,RPUOMLPKKHHGFCA67DA,121.18,3.88,10.18,有,
內湖區,房地(土地+建物),臺北市內湖區金龍路１８５號四樓,34.44,住,,,1110126,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760520,101.47,2,1,2,有,無,15500000,152755,,0.0,0,陽台外推；其他增建；,RPQPMLQKKHHGFCA47DA,63.18,24.02,6.61,無,005
內湖區,房地(土地+建物),臺北市內湖區康寧路三段７０巷１７５號地下一樓之３,13.85,住,,,1110108,土地1建物1車位0,地下一層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0811202,57.379999999999995,2,1,1,有,有,7550000,131579,,0.0,0,,RPPRMLMLKHHGFCA27DA,42.8,0.0,0.0,有,006
內湖區,房地(土地+建物),臺北市內湖區民權東路六段２８０巷２１號六樓之１,18.19,住,,,1110213,土地1建物2車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860812,74.1,2,2,1,有,有,16880000,227800,,0.0,0,,RPORMLLLKHHGFCA07DA,45.51,2.57,6.11,有,
內湖區,房地(土地+建物),臺北市內湖區康樂街１８６巷１弄１２號三樓,40.86,住,,,1110126,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761128,118.74,3,2,2,有,有,16500000,138959,,0.0,0,,RPVPMLLJLHHGFCA47DA,93.15,0.74,11.68,無,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１４６號十樓之１２,4.43,商,,,1110126,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960621,44.7,1,1,1,有,有,10050000,224832,,0.0,0,,RPVQMLLJLHHGFCA57DA,27.72,0.95,0.0,有,007
中山區,房地(土地+建物),臺北市中山區建國北路三段８１巷１５號四樓,17.84,住,,,1110126,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720221,111.0,3,2,2,有,無,19750000,177928,,0.0,0,,RPRQMLMJLHHGFCA27DA,91.54,0.0,14.84,有,
中山區,房地(土地+建物),臺北市中山區伊通街１９巷２１號,24.6,住,,,1110108,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730525,96.38,3,2,1,有,無,28300000,293629,,0.0,0,其他增建；,RPTRMLOJLHHGFCA77DA,74.51,13.43,0.0,無,
中山區,房地(土地+建物),臺北市中山區吉林路４６１巷８號二樓,40.0,住,,,1110125,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601229,115.29,3,2,2,有,無,18800000,163067,,0.0,0,陽台外推；其他增建；,RPPRMLRJLHHGFCA67DA,100.24,0.0,15.05,無,008
中山區,房地(土地+建物),臺北市中山區民權西路９巷２２號八樓之２,7.68,商,,,1110122,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1011112,64.72,1,1,1,有,有,16880000,260816,,0.0,0,,RPTRMLRJLHHGFCA08DA,40.1,0.0,1.38,有,
中山區,房地(土地+建物),臺北市中山區中山北路二段５９巷２號四樓之５,4.82,商,,,1110128,土地4建物1車位0,四層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670327,26.94,1,0,1,有,無,6100000,226429,,0.0,0,其他增建；,RPTPMLSJLHHGFCA97DA,22.28,4.66,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區中原街２２號四樓之２３,8.5,住,,,1110209,土地1建物1車位1,地下層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0690609,62.61,1,1,1,有,有,6850000,109425,坡道平面,0.0,0,,RPUPMLSJLHHGFCA08DA,53.74,0.0,3.36,有,009
中山區,車位,臺北市中山區農安街１９號地下一層之１,0.08,商,,,1110111,土地1建物1車位1,地下一層,十四層,其他,商業用,鋼筋混凝土造,0920618,8.969999999999999,0,0,0,無,有,780000,,塔式車位,8.97,780000,僅車位交易；,RPTQMLSJLHHGFCA08DA,0.0,0.0,0.0,有,010
中山區,房地(土地+建物),臺北市中山區新生北路三段９３巷１０號,88.0,住,,,1110113,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0541207,109.84,4,2,2,有,無,35500000,323197,,0.0,0,其他增建；,RPWSMLSJLHHGFCA58DA,109.84,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區松江路１５６巷１０號二樓之１,8.19,住,,,1110215,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900118,49.459999999999994,1,1,1,有,有,13800000,279013,,0.0,0,陽台外推；,RPQNMLTJLHHGFCA57DA,24.11,0.92,3.05,有,011
中山區,車位,臺北市中山區農安街６號,1.15,商,,,1110221,土地1建物1車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0980622,24.27,0,0,0,有,有,2220000,,坡道平面,0.0,2220000,僅車位交易；,RPXNMLTJLHHGFCA28DA,0.0,0.0,0.0,有,012
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段７０５號二樓,11.42,商,,,1101231,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,129.2,4,2,2,有,有,28950000,224071,坡道平面,0.0,0,權利人原持有部分，現再取得部分親友、員工、共有人或其他特殊關係間之交易；,RPXOMLTJLHHGFCA38DA,69.67,6.0,6.59,有,013
內湖區,房地(土地+建物),臺北市內湖區內湖路三段９１之３號五樓,21.15,住,,,1110115,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690508,81.83,4,0,4,有,無,11000000,134425,,0.0,0,陽台外推；,RPOPMLTJLHHGFCA57DA,71.06,0.0,10.77,無,014
中山區,房地(土地+建物),臺北市中山區中山北路一段５３巷８號五樓之８,5.24,商,,,1110129,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,35.07,1,1,1,有,有,9700000,276590,,0.0,0,陽台外推；,RPPPMLTJLHHGFCA67DA,19.28,1.85,1.96,有,015
南港區,房地(土地+建物),臺北市南港區研究院路三段８６巷２７弄１２號二樓,35.01,住,,,1110223,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671115,84.66,2,2,2,有,無,10000000,118120,,0.0,0,陽台外推；,RPVOMLPLKHHGFDA97DA,72.31,0.0,12.35,無,
松山區,房地(土地+建物),臺北市松山區南京東路五段１２３巷１１號四樓,10.75,住,,,1110209,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0550429,43.46,1,1,1,有,無,7900000,181776,,0.0,0,其他增建；,RPROMLNJLHHGFDA27DA,39.36,0.0,4.1,無,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７９０巷２８號四樓,29.27,住,,,1110126,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700131,104.94,3,2,2,有,無,21580000,205641,,0.0,0,其他增建；,RPRNMLOJLHHGFDA27DA,89.41,0.0,15.53,無,
松山區,房地(土地+建物),臺北市松山區富錦街５８１巷７號,40.0,都市：其他:住宅用地(民生社區特定專用區)。,,,1110217,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590306,110.25,3,2,2,有,無,28200000,255782,,0.0,0,陽台外推；其他增建；,RPXOMLOJLHHGFDA97DA,96.58,0.0,13.67,無,
信義區,車位,臺北市信義區信義路五段１２９號,0.66,都市：其他:特定業務區(信義計畫特定專用區)。,,,1110224,土地1建物1車位1,一層,十九層,其他,一般零售業,鋼骨造,0951229,32.68000000000001,0,0,0,有,有,2400000,,坡道平面,32.69,2400000,僅車位交易；,RPVOMLRJLHHGFDA08DA,0.0,0.0,0.0,有,016
松山區,房地(土地+建物)+車位,臺北市松山區三民路１６６巷２３號四樓之３,13.05,都市：其他:住宅用地(民生社區特定專用區)。,,,1110209,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841019,45.49,1,1,1,有,有,6800000,149483,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJLHHGFDA67DA,20.64,0.4,2.56,有,
松山區,房地(土地+建物),臺北市松山區基隆路一段１４號,20.2,商,,,1110117,土地5建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0710327,120.47,0,0,0,無,無,20800000,172657,,0.0,0,其他增建；,RPVNMLTJLHHGFDA18DA,62.91,48.69,0.0,無,
松山區,房地(土地+建物),臺北市松山區延吉街１１號五樓,21.28,住,,,1110125,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0800426,77.78,2,1,1,有,有,19400000,249421,,0.0,0,陽台外推；,RPXPMLTJLHHGFDA58DA,50.67,0.0,5.74,有,017
信義區,房地(土地+建物)+車位,臺北市信義區福德街１６９號十一樓,55.16,住,,,1110214,土地1建物1車位2,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010420,394.75,4,1,3,有,有,98000000,310497,坡道平面,95.23,5000000,,RPOQMLTJLHHGFDA77DA,147.13,21.13,14.26,有,
信義區,房地(土地+建物),臺北市信義區松德路２５巷３４號四樓,14.02,住,,,1110221,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740620,118.61,3,2,2,有,有,25830000,217773,,0.0,0,前陽台有外推，後陽台沒有外推陽台外推；,RPOQMLKKLHHGFDA96DA,89.99,0.0,7.76,有,
南港區,房地(土地+建物),臺北市南港區東新街１８０巷１１號地下一層之９,13.67,住,,,1110124,土地1建物1車位0,地下一層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0920107,48.15,1,1,1,有,無,6850000,142264,,0.0,0,,RPSOMLKKLHHGFDA17DA,30.4,0.0,0.0,無,018
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段２７０巷６７號十八樓,60.85,,,,1110127,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010217,381.38,3,2,3,有,有,48000000,125855,坡道平面,0.0,0,陽台外推；其他增建；,RPOOMLOKKHHGFEA17DA,187.24,8.08,7.23,有,019
士林區,房地(土地+建物),臺北市士林區中山北路六段７５４巷２６之１號五樓,19.95,住,,,1101205,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680629,63.27,2,2,1,有,無,12600000,199147,,0.0,0,陽台外推；其他增建；,RPPNMLRKKHHGFEA47DA,55.14,0.0,8.13,無,020
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷３號十四樓,17.24,住,,,1071028,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,94.15,1,1,1,有,有,15750000,167286,,0.0,0,本案係預售屋,RPVOMLLLKHHGFEA67DA,51.54,2.05,7.86,有,
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷５號八樓,19.59,住,,,1070528,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,107.22999999999999,0,0,0,無,有,17100000,159470,,0.0,0,本案係預售屋,RPQPMLLLKHHGFEA27DA,56.29,5.18,8.52,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷５號十六樓,21.68,住,,,1100319,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,148.87,2,1,1,有,有,21350000,178758,坡道平面,41.63,2180000,,RPSQMLLLKHHGFEA57DA,56.29,5.18,8.52,有,
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷９號三樓,17.76,住,,,1081118,土地1建物1車位0,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,96.68,1,1,1,有,有,12500000,129293,,0.0,0,本案係預售屋,RPQSMLLLKHHGFEA57DA,53.32,1.77,8.03,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷９號十四樓,19.85,住,,,1071029,土地1建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,138.31,2,1,1,有,有,18160000,167149,坡道平面,41.63,2000000,本案係預售屋,RPXSMLLLKHHGFEA28DA,53.32,1.77,8.03,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１１號七樓,19.85,住,,,1101022,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,139.38,2,1,1,有,有,17200000,157545,坡道平面,41.63,1800000,,RPTTMLLLKHHGFEA97DA,53.32,2.47,8.03,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１３號五樓,23.77,住,,,1070621,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,160.54000000000002,3,2,2,有,有,20900000,155580,坡道平面,41.63,2400000,本案係預售屋,RPUUMLLLKHHGFEA18DA,65.09,6.11,6.42,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１５號八樓,25.6,住,,,1070908,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,170.75,3,2,2,有,有,23380000,164033,坡道平面,41.63,2200000,本案係預售屋,RPSVMLLLKHHGFEA08DA,69.32,6.44,8.52,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１１號八樓,19.85,住,,,1070614,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,139.38,1,1,1,有,有,17900000,160614,坡道平面,41.63,2200000,本案係預售屋,RPTQMLPLKHHGFEA08DA,53.32,2.47,8.03,有,
北投區,房地(土地+建物)+車位,臺北市北投區大業路４６０號四樓,13.62,住,,,1110213,土地3建物1車位1,四層，電梯樓梯間,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860111,121.22,2,2,1,有,有,21600000,178188,坡道平面,0.0,2500000,陽台加窗陽台外推；其他增建；,RPXQMLPLKHHGFEA48DA,66.61,2.7,8.56,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十一樓,25.34,住,,,1100409,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,3,2,2,有,有,24800000,179262,坡道平面,41.63,2100000,,RPWNMLMJLHHGFEA67DA,69.82,6.41,6.42,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號十八樓,25.6,住,,,1070906,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.21,3,2,2,有,有,25120000,182651,坡道平面,41.63,2000000,本案係預售屋,RPSOMLMJLHHGFEA37DA,69.82,6.41,6.42,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷１３號八樓,23.77,住,,,1070721,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,160.54000000000002,3,2,2,有,有,23160000,174586,坡道平面,41.63,2400000,本案係預售屋109年12月16日換約金額新台幣22000000元整,RPRNMLNJLHHGFEA27DA,65.09,6.11,6.42,有,
北投區,土地,洲美段二小段267-2地號,1064.5,農,,,1110127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,70200000,65946,,0.0,0,,RPOPMLNJLHHGFEA17DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區文昌路１５８號五樓,27.17,住,,,1110127,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770718,83.91,3,2,2,有,無,13000000,154928,,0.0,0,,RPRPMLRJLHHGFEA87DA,66.6,0.0,7.54,無,021
士林區,房地(土地+建物),臺北市士林區磺溪街３９號四樓,49.19,住,,,1101119,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770109,138.11,4,2,2,有,有,26000000,188256,,0.0,0,陽台加窗、花台加窗其他增建；,RPUPMLSJLHHGFEA28DA,120.18,0.36,13.02,無,022
士林區,土地,溪洲段三小段41-1地號,209.49,住,,,1101129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15842000,75622,,0.0,0,包含公共設施保留地用地；,RPSNMLTJLHHGFEA97DA,0.0,0.0,0.0,無,023
士林區,土地,至善段六小段215地號,8.0,住,,,1110227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,187500,,0.0,0,,RPURMLTJLHHGFEA58DA,0.0,0.0,0.0,無,
士林區,土地,至善段六小段215-2地號,3.0,住,,,1110227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,200000,,0.0,0,,RPVRMLTJLHHGFEA68DA,0.0,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區敦化南路二段１５４巷３號四樓,13.59,住,,,1110107,土地2建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740417,137.71,3,2,2,有,有,33800000,245443,,0.0,0,陽台外推；,RPTNMLKLJHHGFFA27DA,80.57,0.0,13.83,有,
大安區,房地(土地+建物),臺北市大安區信義路四段３３７號八樓,9.12,商,,,1110111,土地6建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700519,124.63000000000001,4,2,2,有,有,34000000,272808,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMLJHHGFFA17DA,103.82,0.0,1.94,有,024
大安區,房地(土地+建物),臺北市大安區四維路１９８巷３８弄９號十三樓,19.39,住,,,1110118,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,101.38,2,2,2,有,有,26080000,257275,,0.0,0,其他增建；,RPQNMLKKKHHGFFA96DA,73.86,1.56,4.72,有,
