鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中壢區,車位,桃園市中壢區榮安十五街７７號地下一、二樓,4.26,住,,,1110304,土地1建物1車位2,地下一層，地下二層,十二層,其他,防空避難室、停車場,鋼筋混凝土造,0830304,46.12,0,0,0,有,有,380000,,坡道機械,46.12,0,僅車位交易；,RPQNMLSLKHHGFBH18DA,0.0,0.0,0.0,有,0245
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２５６號十樓,12.83,都市：其他:住宅區,,,1080427,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,6330000,74379,坡道平面,27.78,1450000,轉讓日期110.03.24總金額不變預售屋、或土地及建物分件登記案件；,RPQNMLRJLHHGFBH97DA,38.88,0.88,2.98,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２４６號九樓,24.06,住,,,1080506,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,150.39,3,2,2,有,有,10220000,72343,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPRNMLRJLHHGFBH08DA,71.27,2.06,6.94,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２４０號九樓,19.66,住,,,1080506,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,128.25,2,2,2,有,有,8780000,73952,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPSNMLRJLHHGFBH18DA,57.74,3.74,4.15,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２３８號九樓,19.66,住,,,1080428,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,128.26,2,2,2,有,有,8600000,71158,坡道平面,27.78,1450000,預售屋、或土地及建物分件登記案件；,RPTNMLRJLHHGFBH28DA,57.61,3.88,4.15,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２３６號九樓,24.06,住,,,1080519,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,150.39,3,2,2,有,有,10200000,72180,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPUNMLRJLHHGFBH38DA,71.28,2.05,6.94,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２８號三樓,12.83,住,,,1080301,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,5690000,66148,坡道平面,27.78,1350000,轉讓日期110.11.08總金額不變預售屋、或土地及建物分件登記案件；,RPVNMLRJLHHGFBH48DA,38.88,0.88,2.98,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２８號五樓,12.83,住,,,1080301,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,5760000,67215,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPWNMLRJLHHGFBH58DA,38.88,0.88,2.98,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２８號十一樓,12.83,住,,,1080505,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,6150000,73160,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPXNMLRJLHHGFBH68DA,38.88,0.88,2.98,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區領航北路二段２２８號十二樓,12.83,住,,,1080404,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,93.39,1,0,1,有,有,6090000,72245,坡道平面,27.78,1350000,預售屋、或土地及建物分件登記案件；,RPQOMLRJLHHGFBH08DA,38.88,0.88,2.98,有,
